"Sample","Region","Years","ACE2","ADAM17","ANPEP","AXL","CD209","CEACAM1","CLEC4G","CLEC4M","CTSL1","DPP4","ENPEP","FURIN","ITGA2B","ITGA3","ITGA5","ITGA8","ITGAL","ITGAM","ITGAV","ITGB1","ITGB2","ITGB3","ITGB6","ITGB8","NRP1","NRP2","SCARB1","TMPRSS2"
"HSB102_S1C_R","S1C",0.4038,"3.81436","6.98598","5.55077","6.18608","4.26309","4.49903","4.89895","3.76438","5.29817","6.33458","4.14086","5.82642","4.77361","6.32811","6.14643","4.88088","4.34193","4.15788","8.73438","7.83223","5.62505","5.1509","3.96237","9.66773","7.26052","6.23996","7.357","4.54052"
"HSB102_STC_L","STC",0.4038,"3.72473","6.58958","5.49377","5.35935","3.96834","4.27939","4.53851","3.5878","4.9651","4.8353","3.74584","6.66023","4.30251","6.65519","5.44839","4.38197","4.37342","4.09991","7.14726","7.31749","4.74796","4.67515","3.74941","8.94871","8.11721","6.85863","6.45629","3.99296"
"HSB102_STC_R","STC",0.4038,"4.27265","6.2691","5.93653","5.49714","4.31804","4.82465","4.75583","4.1001","4.94739","5.53626","3.98512","7.05594","4.67595","6.79318","5.44665","4.79148","4.62016","4.17427","7.45932","7.32357","5.04916","4.58174","3.66235","8.92758","8.47457","6.74879","6.92821","4.23645"
"HSB102_STR_L","STR",0.4038,"4.06724","7.83521","5.88922","7.43628","3.96452","4.84614","4.86132","3.74006","5.27413","3.96948","4.11196","6.89556","4.85408","5.92539","6.05491","4.20226","4.66907","4.6844","8.33394","8.08337","6.12507","4.34408","4.24013","10.8241","6.83841","6.79149","6.22681","4.20476"
"HSB102_STR_R","STR",0.4038,"3.89522","7.5089","5.71752","6.82032","4.1029","4.32857","4.57354","3.46763","5.64646","3.99143","3.84164","6.73238","4.71359","5.96338","6.27357","4.3681","4.8335","4.61872","8.94724","7.94475","6.08693","4.54333","3.95772","10.6497","7.41749","5.91777","6.57945","3.91363"
"HSB102_V1C_L","V1C",0.4038,"3.64264","7.75317","5.54286","7.08401","3.84206","4.28824","4.48361","3.6857","5.38306","5.09366","3.76615","7.09017","4.50071","6.46009","5.58169","3.87265","4.63011","4.28214","9.16354","8.12873","5.71825","4.73404","3.74197","10.5191","9.75713","5.90687","6.78934","4.17494"
"HSB102_V1C_R","V1C",0.4038,"4.10149","6.77248","5.74781","5.75832","3.89094","4.38079","4.72861","3.7467","5.40583","5.09167","4.10178","7.03446","4.56984","6.8205","5.49954","4.26783","4.56497","4.15073","7.89596","7.51087","5.03842","4.77167","3.8257","8.45386","9.21516","5.6639","6.91113","3.8631"
"HSB102_VFC_L","VFC",0.4038,"3.81233","7.09189","5.73836","5.41418","3.98176","4.39708","4.90527","3.66186","5.31109","5.26868","3.73562","6.92539","4.47594","6.88686","5.81056","4.33545","4.36767","4.18277","7.02293","6.89993","4.95818","4.19596","3.93092","8.49703","8.32906","6.60534","7.30926","3.93559"
"HSB102_VFC_R","VFC",0.4038,"3.60761","7.431","5.4052","5.93165","4.00749","4.34796","4.73341","3.82431","5.37666","5.49739","3.66846","6.51281","4.55192","6.60901","6.29966","4.3411","4.62279","4.29732","8.34748","7.47994","5.31315","4.25909","3.90482","9.57825","8.36047","6.23091","7.41301","3.99159"
"HSB103_A1C_L","A1C",0.25,"4.37298","6.48399","5.30754","5.15048","4.19529","4.88562","5.1253","3.70307","4.54846","5.95708","4.14718","6.81541","5.11334","6.55085","6.25797","4.71585","4.57233","4.52754","7.54114","7.38582","5.84821","4.64302","4.03212","7.83947","5.72155","5.65609","7.28017","4.54642"
"HSB103_A1C_R","A1C",0.25,"3.96802","6.74175","5.15716","5.31225","4.64738","4.33188","5.01278","3.83086","5.16223","5.92518","4.06442","6.55514","4.5617","6.40273","6.08496","4.39975","4.57692","4.5943","7.31477","7.92616","5.35197","4.79605","4.00687","8.46883","5.40263","5.77545","7.0863","4.31424"
"HSB103_AMY_L","AMY",0.25,"3.86365","7.15549","5.48817","5.86148","4.01803","4.45044","4.75842","3.71324","5.15726","3.94047","3.85206","6.33099","4.71526","6.26294","6.22176","4.37479","4.46141","4.25757","8.45151","9.19098","5.2133","4.03608","4.03211","11.1355","7.56415","9.26911","6.06641","4.12961"
"HSB103_AMY_R","AMY",0.25,"3.57544","7.38995","4.79876","6.43883","3.55762","4.01988","4.75651","3.51157","5.01815","3.84448","3.68954","6.68495","4.48647","5.62125","5.95192","3.75422","3.92949","3.97913","8.22206","9.31848","4.84731","4.1901","3.73903","11.2924","7.03113","8.93232","6.18723","3.69603"
"HSB103_CBC_L","CBC",0.25,"3.68534","7.38444","4.86097","5.89143","3.86687","4.06874","5.04525","3.58879","5.61904","3.76301","3.7059","6.37047","4.30896","6.76056","6.20066","3.70082","4.21765","4.034","7.3139","7.92514","5.25584","4.29836","3.85999","9.62558","7.84123","10.4321","6.27245","4.04479"
"HSB103_CBC_R","CBC",0.25,"4.01022","6.94126","5.24159","6.21764","3.84798","4.20453","4.78471","3.79964","5.42235","4.08423","3.8959","6.60012","4.47589","6.69461","6.50623","4.05314","4.32419","4.23731","7.36824","8.09199","5.18887","4.23406","4.00647","9.64078","7.66237","9.93081","5.89191","3.94446"
"HSB103_DFC_L","DFC",0.25,"3.79672","6.60434","5.34356","5.50757","3.97625","4.34315","4.96648","4.01911","5.02073","6.25515","3.66542","6.5559","4.76028","6.25652","6.36554","3.83666","4.36163","4.24609","7.96949","8.57757","5.46535","5.07821","3.93523","9.1346","5.53276","6.85625","6.91379","4.08568"
"HSB103_DFC_R","DFC",0.25,"3.96984","6.73716","5.49475","5.54329","4.53443","4.58304","4.73694","3.98206","4.80845","6.00303","3.68551","6.68266","4.77215","6.39896","6.41249","4.08441","4.50757","4.75538","7.85373","8.60073","5.5559","5.30278","3.882","7.93622","5.55188","6.78321","7.21864","4.43821"
"HSB103_HIP_L","HIP",0.25,"4.47921","6.91243","5.61775","6.92738","3.98018","4.42988","5.12181","4.10371","5.16546","4.88594","4.39603","6.8469","5.37725","5.67561","6.68415","4.52545","4.65326","4.20702","8.4595","8.96547","5.52563","4.4952","4.12239","11.0373","9.46369","9.57654","6.94095","4.6209"
"HSB103_HIP_R","HIP",0.25,"3.59209","7.71413","5.63421","7.12972","3.70132","4.12682","4.44651","3.48703","5.44232","4.19775","3.73468","6.98047","4.45914","5.79091","6.87687","4.39671","4.16662","4.09189","9.01141","9.53051","5.08239","4.32609","3.84806","10.7749","10.3695","9.98046","7.48661","3.82229"
"HSB103_IPC_L","IPC",0.25,"4.20829","6.30169","5.45667","5.07323","4.36665","4.63462","5.21513","4.03093","4.77306","6.44181","3.93978","6.64975","4.88567","6.49238","6.29456","4.00638","4.64915","4.66809","7.83537","8.0085","5.40998","5.54713","4.21216","7.75473","5.27358","4.73769","7.26914","4.07343"
"HSB103_IPC_R","IPC",0.25,"4.02821","6.3978","5.40098","5.20091","4.00469","4.33872","4.99286","3.97595","4.2123","6.35429","3.87811","6.79173","4.58516","6.41386","6.30007","3.91541","4.5075","4.59266","8.36522","8.43162","5.36769","5.82332","3.75592","7.96175","5.03284","4.9028","7.61662","4.18841"
"HSB103_ITC_L","ITC",0.25,"4.26811","6.97307","5.11549","5.29534","4.07826","4.77875","4.90372","4.21027","5.35497","6.03525","4.05345","6.73934","4.72359","6.06374","6.1964","4.87743","4.56999","4.75191","8.58558","8.12657","5.41557","4.21316","4.0889","8.81404","5.57665","6.06116","6.72575","4.47262"
"HSB103_ITC_R","ITC",0.25,"3.99641","6.80361","5.48816","5.4972","4.27599","4.58718","4.52056","4.19889","4.77912","6.64197","3.98986","6.52669","4.60401","6.04359","6.10396","4.21025","4.49039","4.73685","8.23365","8.08891","5.70904","4.62291","4.20577","9.21451","5.54219","5.38702","7.52808","4.22003"
"HSB103_M1C_L","M1C",0.25,"3.77831","6.59435","4.75897","5.12716","4.08123","3.90625","4.56671","3.72877","4.38935","6.90751","4.05023","6.33488","4.34092","6.34366","6.08652","4.09616","4.42378","4.37873","7.84676","8.33949","5.21128","5.73613","3.92246","7.61946","5.3045","6.95416","7.50536","3.77632"
"HSB103_M1C_R","M1C",0.25,"3.79363","6.56944","5.13914","4.95854","3.99063","4.38657","4.74287","3.7129","4.21217","6.62715","3.89534","6.64586","4.47659","6.50904","6.32958","3.74925","4.43526","4.67447","7.41082","8.27196","5.30751","5.44394","4.02657","8.00175","5.19469","7.03965","7.55603","4.02612"
"HSB103_MFC_L","MFC",0.25,"3.75632","6.94607","5.48997","6.40133","4.2161","4.35136","4.86489","4.01484","4.5833","5.50457","3.84465","6.44397","4.82823","5.80043","6.59555","4.04619","4.3968","4.47645","8.54234","8.8607","5.80222","5.12651","3.98215","10.4857","6.08849","7.07509","7.21574","4.14905"
"HSB103_MFC_R","MFC",0.25,"3.65978","7.70345","5.12644","6.84234","3.79437","4.21557","4.89789","3.7478","5.50499","5.32873","3.83662","6.20938","4.74711","5.48559","6.60562","4.00021","4.35985","4.41","8.82439","9.27942","5.60386","4.7836","3.68192","11.3649","6.66262","6.80704","7.16715","4.02737"
"HSB103_OFC_L","OFC",0.25,"3.89242","6.64132","5.3924","5.65044","4.36794","4.59717","5.14052","4.1781","4.84171","6.24679","4.01525","6.04349","4.76368","6.23468","6.07832","4.08065","4.52123","4.60129","7.4739","8.66961","5.71345","5.41982","3.98632","8.70984","5.75036","6.56405","7.18978","4.44971"
"HSB103_OFC_R","OFC",0.25,"3.86809","7.04661","5.09684","6.29512","4.15454","4.20029","5.22411","3.76492","5.33081","6.08498","4.15822","6.47367","4.93896","5.426","6.38062","4.47465","4.41519","4.25185","8.41093","9.10496","5.56875","4.75234","4.04424","10.2959","6.46793","7.04941","6.99621","4.27983"
"HSB103_S1C_L","S1C",0.25,"3.70191","6.96617","4.76989","5.1728","4.10705","4.35983","4.90528","3.96809","4.74433","6.84685","4.04637","6.1312","4.4434","6.35822","5.98271","3.91376","4.42332","4.22203","7.96541","8.43653","5.27918","5.46367","4.33832","8.23456","5.86145","5.73753","7.73699","3.93836"
"HSB103_S1C_R","S1C",0.25,"3.82984","6.70817","5.31621","5.10398","3.9148","4.54153","4.89948","3.73651","4.29209","6.90443","3.81592","6.44037","4.66846","6.37026","6.18874","3.81057","4.38678","4.38819","7.8066","8.68487","5.25514","5.60146","4.00377","7.78102","5.23375","6.14607","7.51053","4.1431"
"HSB103_STC_L","STC",0.25,"4.05157","6.50229","5.02396","5.40836","4.39276","4.98042","5.08209","4.19522","4.45885","6.4516","3.95751","6.80426","5.02396","6.28077","6.51021","4.30814","4.74704","4.84233","8.42306","8.08363","5.80024","4.65314","4.04767","8.28115","5.49243","5.29152","7.04301","4.47266"
"HSB103_STC_R","STC",0.25,"3.94276","6.39915","4.94959","5.08122","4.04662","4.1211","4.56197","3.86492","4.61885","6.43115","3.77676","7.16439","4.63324","6.57811","6.19658","4.11999","4.44298","4.60603","8.14678","8.14475","5.7757","4.91032","3.67471","8.07454","5.65198","5.16962","7.63772","4.3217"
"HSB103_STR_L","STR",0.25,"3.76746","6.86751","5.24037","5.80176","4.24259","4.33683","5.06274","3.65607","4.63663","3.79488","3.77347","6.26833","4.69318","6.21771","6.22867","3.91979","4.47708","4.25941","7.18351","8.69578","5.34416","3.96418","4.0667","8.89523","7.83381","7.09967","6.00891","4.51624"
"HSB103_STR_R","STR",0.25,"3.57304","7.10181","5.01241","5.37432","3.75286","4.27135","4.2703","3.4455","5.41656","3.61419","3.73735","6.41166","4.35925","6.2869","6.46971","3.67513","4.24493","4.19604","6.82468","8.266","5.3459","4.16353","4.00095","8.39764","7.74175","6.22439","6.61571","3.98847"
"HSB103_V1C_L","V1C",0.25,"3.99866","6.41825","5.33997","5.63676","4.22327","4.33609","4.76739","3.73673","4.16104","5.87931","3.9759","6.83872","4.66192","6.32375","6.30626","3.98109","4.38694","4.52566","8.67654","8.64542","5.36768","5.91462","4.2211","9.26966","6.36898","6.13724","7.22761","4.03808"
"HSB103_V1C_R","V1C",0.25,"3.78737","6.94254","5.45257","6.18719","3.69345","4.05628","4.66317","3.80525","4.03542","6.20784","3.98407","7.03245","4.77235","6.08102","6.48853","3.90263","4.38891","4.4482","8.39609","8.79026","5.53775","5.7884","3.8412","9.91699","5.67785","5.75897","7.58477","3.90123"
"HSB103_VFC_L","VFC",0.25,"3.83734","7.09536","5.256","5.20976","4.06794","4.52773","5.12618","3.51754","4.80974","6.70381","3.87372","6.44715","4.71338","6.1996","6.04851","4.16904","4.61639","4.35349","7.33739","8.15739","5.46786","5.00351","4.16867","8.10208","5.26744","7.73253","7.27785","4.25415"
"HSB103_VFC_R","VFC",0.25,"3.88536","6.80552","5.11792","5.15752","4.31098","4.63599","5.04493","3.94101","5.08268","6.57022","3.94435","6.35887","4.82432","6.25189","6.20506","3.98047","4.79243","4.57841","7.48269","9.06256","5.61341","5.0628","4.04053","8.07113","5.38883","6.93194","7.23152","4.53788"
"HSB104_HIP_LR","HIP",0.1096,"3.88165","8.24424","5.62542","7.8148","4.70709","4.07178","4.96558","4.19388","6.85599","5.01272","4.43828","6.83527","5.22648","5.26035","8.0486","4.81337","4.47484","4.13286","8.8624","9.52212","5.33943","5.41368","4.14421","9.99412","6.89808","6.50411","6.14334","4.31568"
"HSB105_A1C_L","A1C",18.7692307692308,"4.43577","6.5867","5.42882","8.71236","4.45758","4.50281","5.72034","4.29353","7.53595","4.55813","4.71545","6.95591","4.96524","6.65377","5.81155","5.00781","4.50262","4.99548","9.79388","8.09427","5.52582","4.49965","4.10342","9.36715","7.4039","5.50067","7.08221","4.35437"
"HSB105_A1C_R","A1C",18.7692307692308,"4.61179","6.55198","5.48262","8.53095","4.68997","4.57981","5.50807","3.74175","7.04014","4.81914","4.69963","7.14298","5.01833","6.83344","5.74232","5.2909","4.82889","4.51762","9.3984","8.41293","4.81008","4.39944","4.0916","9.14733","6.93198","5.64317","7.57778","4.6113"
"HSB105_AMY_R","AMY",18.7692307692308,"4.81153","6.80497","5.46264","8.39312","4.84156","4.54788","5.00594","4.43157","7.54366","4.7765","5.08891","6.97505","5.051","6.53959","5.56654","4.961","4.68239","4.9288","9.89685","9.09319","5.66809","4.87676","4.77935","9.86351","6.95977","5.90752","7.55094","4.94808"
"HSB105_CBC_L","CBC",18.7692307692308,"4.22205","6.49579","4.25065","7.05408","4.26273","4.31833","5.88192","3.70526","7.50292","3.87937","4.29002","7.73212","5.01554","7.47189","6.58714","5.73274","4.58347","4.75455","9.70594","7.80556","5.40569","3.84842","3.76348","8.0333","5.21301","5.15046","6.65474","4.31507"
"HSB105_DFC_L","DFC",18.7692307692308,"3.78642","6.8041","5.00664","8.21944","3.90403","4.06713","5.6511","3.59725","7.34808","4.14976","3.87478","7.63789","4.43579","6.93231","5.06243","4.56566","4.44785","4.86164","9.31868","7.7855","5.29319","3.7952","3.75602","9.31215","7.15751","5.63735","7.52633","3.80561"
"HSB105_DFC_R","DFC",18.7692307692308,"4.19358","6.27073","5.41875","8.02817","4.28798","4.11099","5.69031","4.25592","7.1606","4.51939","4.63308","7.45472","4.84475","6.92409","5.33091","4.64463","4.85008","4.3009","9.23167","7.78071","5.58905","4.03921","4.12216","9.17467","6.72142","5.42921","7.10413","4.46933"
"HSB105_HIP_L","HIP",18.7692307692308,"4.35348","6.56705","5.68175","7.88648","4.83086","4.73328","6.15618","4.31388","7.24361","4.16901","4.66491","7.61331","4.85678","6.69354","5.9292","6.16284","4.78609","5.13966","9.35677","9.14423","5.94659","4.26889","4.26736","9.20008","9.45096","6.70011","7.74573","4.83024"
"HSB105_HIP_R","HIP",18.7692307692308,"4.21441","6.48968","5.67469","8.05418","4.63093","4.72995","5.58244","4.07867","7.40777","4.54177","4.79484","7.49887","5.05609","6.69292","5.71938","6.60838","4.66862","4.44026","9.31379","8.77542","5.34537","4.20201","4.39751","9.44164","9.06596","6.73481","7.08312","4.41894"
"HSB105_IPC_L","IPC",18.7692307692308,"4.10602","6.35761","5.41676","8.61703","4.36522","4.48568","5.51296","4.01027","7.56685","4.26168","4.46263","7.89546","4.57896","7.05697","5.4734","4.95982","4.61054","4.58281","9.60795","7.45343","5.41736","4.02778","3.96287","8.91456","7.15403","5.52289","7.65721","4.26209"
"HSB105_IPC_R","IPC",18.7692307692308,"3.97598","6.72507","5.36368","8.29803","4.03081","3.98749","5.91015","3.89001","7.68768","4.10123","4.17806","7.35121","4.39928","7.15062","5.09878","4.94945","4.35376","4.78311","9.54723","7.77515","5.62591","3.91995","3.89063","9.49887","7.50423","5.66209","7.63431","3.90723"
"HSB105_ITC_L","ITC",18.7692307692308,"4.32779","6.42237","5.60445","8.25768","5.02527","4.58077","5.68923","3.86854","6.6293","4.25072","4.66245","6.96484","5.25052","6.36319","5.81977","4.65228","4.61702","4.96062","9.73712","8.02951","5.75558","4.28302","4.60069","9.20718","6.90655","5.99679","6.67653","4.47167"
"HSB105_ITC_R","ITC",18.7692307692308,"4.40827","6.8947","5.48795","8.66967","4.13955","4.06838","5.21369","3.87559","7.02294","4.4071","4.70948","7.27719","4.74903","6.9133","5.26503","5.3818","4.20724","5.09219","9.74037","8.00001","5.97947","4.22728","3.92166","9.5525","6.96579","5.72296","6.65387","4.25102"
"HSB105_M1C_L","M1C",18.7692307692308,"4.01223","7.3898","5.94322","8.76868","4.35337","4.2873","5.31628","3.34376","7.88739","4.77664","4.72064","7.3727","4.53866","6.74658","5.42843","4.9885","4.42151","4.58993","10.0518","8.2105","5.22773","3.88556","4.19341","9.40509","7.70134","5.35823","7.29993","4.03788"
"HSB105_M1C_R","M1C",18.7692307692308,"4.30766","6.36797","4.99211","8.2335","4.5716","4.29306","5.9381","4.20845","7.10926","4.61197","4.54662","7.29507","4.64138","6.60137","5.53618","4.90718","4.43574","4.60969","9.17832","8.24213","5.96753","4.31583","4.38761","9.16504","6.65783","5.79727","6.89682","4.10625"
"HSB105_MFC_L","MFC",18.7692307692308,"3.94795","7.32612","5.91062","9.07267","4.24719","4.58565","5.30147","4.13529","7.47348","4.31075","4.71828","7.31626","4.49564","7.08824","5.61337","5.54785","4.29601","4.88438","9.79489","7.91844","5.41355","4.3184","3.95257","9.55208","8.09397","5.89554","7.24156","4.49087"
"HSB105_MFC_R","MFC",18.7692307692308,"4.11896","7.1026","5.22471","8.37126","4.37749","4.57837","5.44234","4.11207","7.14972","4.72959","4.7777","6.93446","4.81304","6.76252","5.26258","5.38241","4.34661","4.65472","9.54501","7.91161","5.82536","4.39541","4.60324","9.15255","7.80872","5.87386","6.6398","4.55699"
"HSB105_OFC_L","OFC",18.7692307692308,"3.86213","7.3739","5.20138","8.28936","4.27573","4.11263","5.87965","3.83685","8.17134","4.55243","4.44503","7.51315","4.77926","7.07142","5.05049","4.65841","4.4219","4.85593","9.33402","7.73721","5.52118","3.87316","3.88519","9.36477","7.35096","5.54111","7.1035","4.32474"
"HSB105_OFC_R","OFC",18.7692307692308,"3.87588","7.01343","5.32763","8.09302","4.07012","4.137","5.80536","3.90232","7.93469","4.3384","4.32916","7.39033","4.50656","6.81499","5.31165","5.28232","4.38404","5.04289","9.3074","7.7945","5.91236","3.80987","3.89474","9.19029","6.92161","5.33499","6.84804","4.0676"
"HSB105_S1C_L","S1C",18.7692307692308,"4.41409","6.96102","5.31711","8.60052","4.15515","4.42374","5.53393","3.60853","7.84042","4.70793","4.81119","7.40732","4.58935","6.96245","5.46457","4.8333","4.71752","4.8761","9.64904","8.66035","5.87248","4.03555","3.87875","9.25271","7.27087","5.33252","7.46839","4.0579"
"HSB105_S1C_R","S1C",18.7692307692308,"3.93728","6.63741","5.32358","8.3866","4.61336","3.91904","5.32078","4.33395","7.78173","4.25028","4.09523","7.30645","4.70908","6.83547","5.16072","4.83434","4.5636","4.77199","9.27325","8.14714","5.84712","4.11825","3.96498","8.97792","7.61958","5.47489","7.72647","4.06048"
"HSB105_STC_L","STC",18.7692307692308,"4.27109","7.00048","5.9846","8.5837","4.32103","4.74567","5.46786","4.02921","7.09005","4.2359","4.27862","7.18517","4.77855","6.81254","5.61538","4.75883","4.62987","5.04994","9.29895","8.52676","5.57138","4.08877","4.62415","9.24065","6.835","5.86623","7.21879","4.52568"
"HSB105_STC_R","STC",18.7692307692308,"4.22532","7.14297","5.00613","8.0188","4.47452","4.51143","5.29587","3.96428","7.40125","4.56383","4.59018","7.30349","4.87327","6.96325","5.62515","5.09855","4.60204","5.05648","9.45894","8.1523","5.94008","4.14859","4.39569","8.13556","7.67232","5.60326","6.9506","4.5231"
"HSB105_V1C_L","V1C",18.7692307692308,"4.44148","6.63473","5.86829","8.65487","4.6097","4.36725","5.83074","3.9998","6.6348","4.21095","4.50716","7.15707","4.93287","6.93109","5.66136","4.9248","4.83846","5.20892","9.70254","8.02694","5.83384","4.34141","4.5787","9.60349","7.12275","5.7097","6.97321","4.97819"
"HSB105_V1C_R","V1C",18.7692307692308,"4.21076","6.31654","5.52669","7.99576","4.15095","4.27819","5.34653","3.74108","7.22198","4.57467","4.62924","7.26352","4.62398","7.0905","5.03819","4.57934","4.59934","4.95761","9.08005","8.36387","5.77012","3.92987","4.07866","9.10209","6.41402","5.65044","6.95802","4.35903"
"HSB105_VFC_L","VFC",18.7692307692308,"4.24765","6.2543","5.08727","8.29555","4.23407","4.35829","5.28273","3.72412","7.68589","4.53056","4.61256","7.59724","4.35919","6.86187","5.3231","5.27454","4.56926","4.76439","8.97356","7.72974","5.74128","4.28017","4.01813","8.87755","7.06888","5.62271","7.44525","3.90635"
"HSB105_VFC_R","VFC",18.7692307692308,"4.07846","6.74883","4.82577","8.04668","3.97939","4.19547","5.91942","3.86926","7.09538","4.4439","4.24691","7.16693","4.81351","6.97136","5.08145","4.87627","4.3803","4.67768","8.88566","7.8796","5.4991","3.80928","3.91917","9.13874","6.87897","5.67573","6.98782","4.22674"
"HSB106_A1C_L","A1C",64.7692307692308,"4.01492","6.86","4.84099","6.90407","4.59947","4.24696","5.09716","3.80247","6.20709","5.58237","4.63653","6.5077","4.4912","6.01038","5.21413","5.06899","4.36048","4.27371","9.04881","7.78198","5.62016","4.00399","4.05419","9.30327","6.17854","5.35618","7.09147","4.33897"
"HSB106_A1C_R","A1C",64.7692307692308,"3.98292","6.90013","4.77218","6.89917","3.84297","4.25293","4.90893","3.97085","6.03407","5.50477","4.25905","6.80123","4.63212","6.24479","5.17765","4.62393","4.62957","4.37023","9.12918","7.77677","5.32069","3.93558","4.56062","9.40826","5.95442","5.80711","6.42288","3.9416"
"HSB106_AMY_L","AMY",64.7692307692308,"4.16943","6.90366","5.04558","7.2075","4.61228","4.73968","5.62772","3.83951","5.70968","4.18455","4.31117","6.76568","4.75254","6.28382","5.62231","4.78683","4.79178","4.76466","8.87931","7.2636","5.9441","4.27464","4.14122","9.62561","6.44175","6.10606","7.39628","4.13875"
"HSB106_AMY_R","AMY",64.7692307692308,"4.22751","6.55837","4.70523","7.09433","4.54711","4.62031","5.49451","3.50786","6.20502","4.60096","4.36389","6.64263","4.60998","6.22279","5.16348","4.53284","4.65217","4.88611","8.67648","7.42475","6.10395","4.21804","4.10671","9.81977","6.54055","6.39885","7.07989","4.12433"
"HSB106_CBC_L","CBC",64.7692307692308,"4.06095","7.09212","4.68517","6.41904","4.1542","4.44628","5.56927","3.67924","5.57419","3.79704","3.9381","6.83198","4.91654","6.96335","5.0126","4.7588","4.45772","4.53924","9.46755","7.23437","5.06886","4.05122","3.79208","8.4029","5.10198","4.90979","6.45366","3.97552"
"HSB106_CBC_R","CBC",64.7692307692308,"4.41651","6.55904","4.97624","6.80662","4.7132","4.6126","6.18621","3.91427","5.81449","3.88346","3.73157","7.37464","5.05764","7.05782","5.1515","4.84434","4.57519","4.53942","9.47079","7.3693","5.20202","3.82072","4.28802","8.00442","4.55468","4.50533","6.24184","4.05622"
"HSB106_DFC_L","DFC",64.7692307692308,"4.11906","7.0619","4.92155","6.88731","4.24377","4.55543","5.9578","3.82888","5.85513","4.54581","4.4007","6.65218","4.88898","6.07938","5.43207","5.09508","4.55387","4.41604","9.22919","7.52285","5.35264","4.06483","3.97495","9.35939","6.54976","5.63327","6.36274","4.02517"
"HSB106_DFC_R","DFC",64.7692307692308,"4.23404","6.91463","5.10068","7.30389","4.23844","4.2849","5.85983","3.53639","6.44296","4.95892","4.22237","6.853","4.79238","6.28702","5.11882","4.90804","4.63002","4.46813","8.8394","7.53598","5.62438","4.00495","4.11441","9.52885","6.78696","5.55667","6.90962","4.30761"
"HSB106_HIP_L","HIP",64.7692307692308,"4.31051","6.13143","5.0939","7.46923","4.68177","5.11001","5.86593","4.20973","6.10049","4.10176","4.24613","7.50164","5.00759","6.36803","6.06196","5.11709","5.31406","5.14255","9.02409","8.11645","6.21468","4.52685","4.47115","9.9066","10.3115","8.47733","7.56463","4.15105"
"HSB106_HIP_R","HIP",64.7692307692308,"4.22218","6.52925","4.66756","7.22142","4.18268","4.23907","6.35121","3.61721","5.76672","4.603","4.36983","7.26074","4.80968","6.06763","5.76556","6.8466","5.10833","5.26533","8.75666","7.74375","6.07206","4.22591","4.43044","9.52295","9.85384","7.6258","7.52482","4.20831"
"HSB106_IPC_L","IPC",64.7692307692308,"3.66444","6.98554","4.84672","6.79023","3.6699","4.23604","5.98577","3.57977","6.05297","4.54301","3.98562","6.76525","4.57949","6.60064","5.29319","4.70216","4.32474","4.49751","9.23569","7.1562","5.50373","3.85069","3.93923","9.4164","7.01871","6.02329","7.29356","3.91975"
"HSB106_IPC_R","IPC",64.7692307692308,"4.04621","6.80893","5.30841","7.24067","4.71519","4.3937","6.11641","3.47707","5.75464","4.42614","4.05882","6.60209","4.8405","6.48547","5.25184","4.51943","4.613","4.53123","8.4851","6.99633","5.51493","4.23639","3.99195","8.87144","6.93001","5.91299","7.00542","4.27325"
"HSB106_ITC_L","ITC",64.7692307692308,"3.90481","6.9621","4.75769","6.7645","4.03141","4.60178","5.82587","3.52593","6.20654","4.34215","3.98763","6.55942","4.56294","6.76453","5.3763","4.49668","4.2694","4.72233","9.1174","7.79624","5.7645","3.79107","4.04512","9.39816","6.58213","5.93683","7.218","4.19498"
"HSB106_ITC_R","ITC",64.7692307692308,"3.96677","6.37926","4.81734","7.33705","4.49401","4.46263","5.92117","3.65364","6.37492","4.56585","4.3341","7.03168","5.06468","6.50456","4.9466","4.61343","4.65551","4.42132","8.23872","7.11904","5.48378","4.20217","3.92093","8.90632","6.47315","5.74015","7.01496","4.11528"
"HSB106_M1C_L","M1C",64.7692307692308,"3.69674","6.29107","4.69189","7.59983","4.2606","4.25446","5.60105","3.93665","6.56634","4.77407","4.02928","6.89867","4.26356","6.11972","5.33297","5.36713","4.33108","4.2888","9.38789","7.84773","5.1755","3.94363","3.78282","9.41973","7.5694","5.70702","6.93186","3.7942"
"HSB106_M1C_R","M1C",64.7692307692308,"3.89702","6.27611","4.7313","7.7421","4.22029","4.51399","5.81738","3.95021","6.02889","5.21508","4.23057","6.72863","4.56945","6.38617","5.47749","5.16869","4.43465","4.45452","9.2079","7.44876","5.46234","3.96574","3.97885","9.52284","7.11868","5.34467","7.00486","4.22392"
"HSB106_MD_L","MD",64.7692307692308,"3.77444","6.06625","5.17746","7.52747","4.95249","4.27281","4.91762","4.31771","6.34724","3.99889","4.20564","6.82896","4.81859","6.72205","6.49458","4.61454","5.02256","4.9586","9.43816","7.66008","5.8069","4.28423","3.69","9.85832","7.33913","7.03207","7.07799","4.38226"
"HSB106_MD_R","MD",64.7692307692308,"4.61154","5.9919","5.22439","7.84343","4.86876","4.55457","5.02071","4.42529","6.14331","4.67197","4.58881","6.62693","4.78759","6.98397","6.68317","5.2525","4.64898","4.95892","8.86301","7.72711","5.84319","4.37739","4.32723","9.2801","7.43767","6.94587","7.07151","4.01824"
