"Sample","Region","Years","ACE2","ADAM17","ANPEP","AXL","CD209","CEACAM1","CLEC4G","CLEC4M","CTSL1","DPP4","ENPEP","FURIN","ITGA2B","ITGA3","ITGA5","ITGA8","ITGAL","ITGAM","ITGAV","ITGB1","ITGB2","ITGB3","ITGB6","ITGB8","NRP1","NRP2","SCARB1","TMPRSS2"
"HSB99_A1C_R","A1C",0.4038,"4.04946","6.83003","4.71108","5.57526","3.64597","4.31663","4.89566","3.65917","5.64427","4.91308","4.13445","6.64319","4.81094","6.62286","4.96688","4.29258","4.35472","3.8919","7.48708","8.1605","4.66323","4.87886","3.86485","9.14057","8.72398","6.1125","6.71434","3.96877"
"HSB99_CBC_NA","CBC",0.4038,"4.65224","6.39248","4.45177","6.44967","3.89954","4.4991","5.45705","3.80174","5.50109","4.37013","4.49566","6.39399","4.97676","5.86644","5.72432","4.24704","4.26755","3.96365","8.2546","8.18845","5.37478","4.01105","4.21084","8.63405","6.71831","5.87717","6.7605","3.96301"
"HSB99_DFC_L","DFC",0.4038,"3.51322","7.23731","4.75878","4.95726","3.68723","3.89673","4.36204","3.51121","5.88824","5.47859","3.79125","7.19805","4.15417","6.64495","5.10698","3.99695","3.97945","3.72051","6.88976","7.87528","4.45724","4.25568","3.70385","9.00618","9.48322","6.08852","7.66023","3.59326"
"HSB99_DFC_R","DFC",0.4038,"4.13247","6.64786","4.63862","5.62147","3.98473","4.59177","4.81724","3.81942","5.45705","4.93074","4.03221","7.19608","4.54338","6.40654","5.32158","4.24175","4.19273","3.93603","7.31038","8.17569","4.52153","4.57429","4.02625","8.80333","9.54192","6.14384","7.31242","3.9196"
"HSB99_HIP_L","HIP",0.4038,"4.0521","6.84783","4.74503","6.62159","3.90491","4.49559","5.65694","3.59837","6.06","4.06928","4.02974","6.45281","4.58069","6.5685","5.81387","6.11778","4.15892","4.19634","9.09777","8.61378","5.35724","4.38801","3.82704","9.61773","10.8704","8.24491","7.22968","4.19444"
"HSB99_HIP_R","HIP",0.4038,"3.80333","6.75549","4.65965","5.95201","3.76603","4.0214","5.69424","3.42786","5.70895","5.14684","4.30487","6.64011","4.44388","6.38751","5.58886","5.72351","4.20438","3.90012","8.80474","8.39","5.18199","4.17795","3.75017","9.66315","10.6911","8.03953","6.79552","3.9074"
"HSB99_IPC_L","IPC",0.4038,"4.32232","6.58845","4.62032","5.4966","3.69769","4.646","4.87324","3.87326","5.90382","5.60388","4.51331","6.65498","4.74656","6.73841","5.59104","4.22501","4.35962","3.91553","7.26785","8.24653","4.94608","5.02057","3.8884","8.87636","9.10802","6.44481","7.17892","4.01639"
"HSB99_IPC_R","IPC",0.4038,"4.36921","6.52078","4.44072","5.05629","3.82569","4.61507","5.06348","3.7732","5.50895","5.3644","4.42994","6.69642","4.86532","6.79472","5.23572","4.43523","4.41097","3.93986","7.16965","8.08082","5.26939","4.43137","3.97187","8.54749","8.85974","6.34349","7.51227","4.297"
"HSB99_MD_L","MD",0.4038,"3.69326","6.45346","5.15502","5.88328","3.84132","4.05464","4.45995","3.72179","5.97252","3.56785","3.68822","6.29326","4.59468","7.55615","5.67899","6.34787","4.41234","4.22206","8.91324","8.16045","5.27155","3.82049","3.89759","7.97299","7.05791","6.49618","6.32837","4.06494"
"HSB99_MD_R","MD",0.4038,"3.96363","6.70631","4.91914","6.16178","4.03083","3.98474","4.90852","3.98481","6.5204","4.12092","4.0757","6.08842","4.42049","7.07646","5.66738","5.6805","4.07189","4.39843","8.83529","8.32403","5.4874","3.85402","3.87105","8.83306","6.16299","6.14563","6.31204","4.06824"
"HSB99_MFC_L","MFC",0.4038,"3.97406","6.79993","4.95513","6.17019","3.83083","4.44038","5.19766","3.7213","5.89728","5.18066","3.88019","6.73443","4.51615","6.48651","5.88072","4.7744","4.31226","4.06617","7.58927","8.44233","5.41736","4.61738","3.72656","9.4028","9.387","6.74094","7.23091","4.02034"
"HSB99_MFC_R","MFC",0.4038,"3.71889","7.39082","4.82533","5.90208","3.62291","4.33013","5.06568","3.41701","5.53528","5.65357","3.65396","6.54329","4.36399","6.58255","5.45995","4.464","4.13826","4.08604","7.8696","8.14411","5.48589","4.65332","3.58011","9.55349","8.6946","6.74259","7.36129","4.10298"
"HSB99_STC_L","STC",0.4038,"3.78666","7.26675","4.69575","4.62975","3.56057","4.06476","4.81073","3.50329","5.67987","5.08293","3.85662","6.61356","4.54027","6.74281","5.04231","4.84656","4.05043","3.83345","7.25053","8.19394","4.65404","4.04536","3.54475","9.29063","7.89795","7.79918","6.51028","3.58052"
"HSB99_STC_R","STC",0.4038,"3.87478","6.809","5.03734","4.8437","3.87455","4.40122","4.93217","3.5137","5.35606","5.1685","3.8775","6.39406","4.74146","6.6662","5.46326","4.95053","4.23197","3.82146","6.87566","7.97089","4.46419","4.05528","3.83781","9.15234","7.95175","6.72391","6.43136","4.00402"
"HSB99_STR_L","STR",0.4038,"3.81009","7.31703","4.70275","5.64965","3.74878","4.1553","5.42743","3.70535","5.84902","3.81559","3.86217","6.7812","4.43208","5.94565","5.39212","3.95422","4.15068","3.96808","8.02599","8.05576","4.92225","3.86761","3.52398","9.22635","7.22369","5.95497","6.88288","3.78205"
"HSB99_STR_R","STR",0.4038,"3.83372","7.10566","4.58954","6.60489","3.72288","4.40592","5.95214","3.76896","6.14548","4.15618","4.00207","6.23824","4.52022","5.67823","5.58595","3.99852","4.29198","4.28398","8.92325","8.29729","5.48949","4.02075","3.7603","9.55924","6.66081","6.04527","6.9585","3.91651"
"HSB99_V1C_L","V1C",0.4038,"3.64683","6.86665","4.80675","5.59371","3.66733","4.00536","4.10664","3.42631","5.83416","4.42951","3.90981","6.75456","4.4306","6.49337","5.34276","3.89857","3.88442","3.82715","7.95391","8.2664","4.77049","4.98386","3.79425","9.1858","9.04482","5.87763","7.02612","3.96415"
"HSB99_V1C_R","V1C",0.4038,"4.00271","6.7146","4.88369","5.0789","3.92038","4.4474","4.67733","3.61235","5.81643","5.16987","4.00345","6.59328","4.68516","7.01723","5.42817","4.15539","4.30471","3.90758","7.1518","8.34285","4.93894","4.71138","4.18798","7.86088","8.29063","6.27967","7.04023","3.82006"
"HSB99_VFC_L","VFC",0.4038,"4.08594","6.72789","4.75306","5.5977","3.8947","4.33008","4.6137","3.56578","5.53656","5.33053","4.23732","6.8213","4.63817","6.51721","5.32718","4.10796","4.14547","3.94499","7.49818","8.26155","4.51934","4.34671","3.72935","9.18861","8.81288","6.00594","7.15043","4.13123"
"HSB99_VFC_R","VFC",0.4038,"4.06408","6.99463","4.88146","5.15316","4.05946","4.31952","4.81757","3.72022","5.57426","5.55599","3.86733","6.97145","4.54418","6.95339","5.38506","4.3148","4.05297","3.86032","6.53391","7.49641","5.112","4.47661","3.63695","8.38974","8.30841","6.87254","7.76596","4.23846"
"HSB100_A1C_L","A1C",0.3654,"3.91079","6.6099","5.1842","5.54585","3.83873","4.49401","4.68314","3.92755","5.36287","4.6867","4.0548","6.85563","4.61801","6.64946","5.63706","4.51307","4.32844","4.13433","6.61126","7.80286","5.13669","4.05797","3.91497","8.51516","8.62438","6.7752","6.98174","4.48459"
"HSB100_A1C_R","A1C",0.3654,"3.69004","6.90227","5.02196","5.25154","3.75055","4.36052","4.83386","3.64499","5.20395","4.82164","3.74297","7.02303","4.36384","6.83543","5.69701","4.08242","4.41643","3.93424","7.01614","7.37034","5.17315","4.35204","3.68736","8.30965","7.86781","6.86213","7.28049","4.05898"
"HSB100_AMY_L","AMY",0.3654,"3.73513","7.16082","4.8961","6.61855","4.00394","4.31008","5.28489","3.56019","6.14647","4.83621","3.8808","7.47101","4.54039","6.62025","6.074","4.65053","4.81372","4.15842","8.07299","8.31062","6.20051","4.00192","3.78143","9.75916","9.17083","8.15569","6.81301","4.0174"
"HSB100_AMY_R","AMY",0.3654,"3.56858","8.10389","5.16366","7.29202","3.90955","4.18759","4.63175","3.57633","6.30956","4.24054","3.71661","7.11128","4.40692","6.1427","6.34047","5.23868","4.98796","4.76274","8.82346","8.97946","7.00816","3.95604","3.60532","10.512","9.26886","7.45705","7.02404","3.83948"
"HSB100_CBC_L","CBC",0.3654,"3.59646","8.06716","5.39001","7.17546","4.18554","3.94415","4.92105","3.79833","5.56702","3.74152","3.65813","6.81548","4.7763","5.95423","6.35869","3.8041","4.57396","4.14936","8.32227","7.88165","5.59638","3.9097","3.8917","9.31047","7.27893","6.13541","6.46765","3.9175"
"HSB100_CBC_R","CBC",0.3654,"3.59183","8.31518","5.3293","7.01586","3.86697","3.93665","5.27968","3.46277","5.01614","3.65102","3.52836","6.39548","4.4341","5.74837","6.40187","3.74129","4.70393","4.26389","8.92855","8.54612","6.07603","3.79354","3.56574","9.73412","7.518","6.80828","6.37885","3.88435"
"HSB100_DFC_L","DFC",0.3654,"3.78406","6.62299","4.99759","5.59497","3.90779","4.28939","4.83767","4.03206","4.93807","5.06958","4.01413","6.82517","4.69924","6.29121","6.04772","3.83124","4.26919","4.01402","6.63481","8.12089","4.89121","4.20224","4.13652","7.87628","8.60474","6.45071","7.69194","4.04051"
"HSB100_DFC_R","DFC",0.3654,"3.7696","7.32191","5.16775","5.28951","3.94442","4.12863","4.43135","3.81596","5.53373","5.1997","3.69968","6.97074","4.55758","6.46153","5.89907","3.95815","4.13759","4.16658","6.75601","7.7649","4.93788","4.11588","3.71833","7.65763","8.48924","6.38437","7.82023","4.05513"
"HSB100_HIP_L","HIP",0.3654,"4.02401","7.12721","5.94018","6.57978","4.80587","4.36915","5.16187","3.64417","6.08211","4.36316","4.21015","6.97773","4.61918","6.96791","6.43451","6.34025","4.62289","4.13694","8.72412","8.68785","6.1714","4.26005","4.12238","9.63751","10.8582","7.83567","7.22202","4.00303"
"HSB100_HIP_R","HIP",0.3654,"3.62321","7.96316","4.95891","6.60726","3.94968","3.92309","4.71664","3.526","6.44686","3.79551","3.98789","6.71133","4.44324","6.71509","6.53287","6.28606","4.47789","4.21686","9.4243","8.69845","6.39148","4.24642","3.64358","10.374","11.2735","9.02816","6.8512","3.94272"
"HSB100_IPC_L","IPC",0.3654,"4.00671","6.99079","5.03518","5.27443","4.06961","4.21087","4.36843","3.64956","5.2303","5.25409","4.04137","6.90807","4.51488","7.20602","5.42779","4.30321","4.24147","4.00522","7.1764","7.42863","5.0169","4.29966","3.93983","8.43301","8.8133","7.42449","7.55363","3.7855"
"HSB100_IPC_R","IPC",0.3654,"3.8002","6.78379","5.28171","5.47723","3.74405","4.38625","4.86852","3.7444","5.43375","5.18054","3.99196","6.96563","4.61295","6.9426","5.88263","4.61894","4.20651","4.0994","7.31388","7.24886","5.08708","4.46862","3.69279","8.3598","8.79663","7.53797","7.61568","3.71863"
"HSB100_ITC_L","ITC",0.3654,"4.20919","6.58311","5.14156","5.07955","4.0591","4.5954","5.04001","3.93393","5.17134","5.5075","4.04514","7.00004","4.84589","6.72591","5.58351","5.69789","4.42328","4.20089","6.61505","7.6766","5.05269","4.07434","3.77712","8.49901","7.88678","6.75043","6.78186","4.01102"
"HSB100_ITC_R","ITC",0.3654,"3.75712","7.01048","5.00785","5.44071","3.97252","4.28552","5.12818","3.64909","5.55239","5.092","3.86225","6.9083","4.61575","7.4137","5.35948","4.31534","4.2701","3.83707","7.66152","8.06494","5.24778","3.81344","3.82379","9.02693","9.77446","7.18425","6.27645","3.87885"
"HSB100_M1C_L","M1C",0.3654,"3.6988","6.84818","4.99207","5.50707","3.75593","4.33301","4.35072","3.51991","5.84784","5.4899","4.06902","7.22615","4.4389","6.77962","6.36386","3.89247","4.26995","4.18246","7.38699","7.7262","5.08522","4.52498","3.81206","8.44706","8.06567","6.85382","7.75383","4.16702"
"HSB100_M1C_R","M1C",0.3654,"3.63836","6.95322","5.13849","5.3442","3.78414","4.40251","4.62405","3.69294","4.95768","4.65404","3.86835","6.75831","4.53405","6.89127","6.15301","4.17241","4.27769","4.16426","7.24155","7.29099","4.93225","4.51461","3.90581","7.99005","7.7343","7.06794","7.62093","4.06881"
"HSB100_MD_L","MD",0.3654,"3.66674","7.93429","4.69084","7.11348","3.84946","3.78967","4.58019","3.55742","6.38965","3.8804","4.25494","6.28587","4.36071","7.15721","6.54331","4.44288","4.71739","4.11909","9.29035","8.21354","6.13224","3.69655","3.99761","10.087","7.78334","7.86015","6.42348","3.7755"
"HSB100_MD_R","MD",0.3654,"3.68207","8.09056","5.25618","6.69563","4.01716","4.21386","4.69151","3.67459","7.33286","3.79889","3.79694","6.19224","4.49942","7.41566","6.78776","4.85415","5.04048","4.40859","9.1665","8.53448","6.92929","3.9182","3.72152","9.45715","7.81275","7.86579","6.77022","3.99374"
"HSB100_MFC_L","MFC",0.3654,"4.0823","6.70378","5.24711","5.5648","4.20709","4.38446","4.69517","3.94772","5.29749","4.81883","4.35709","7.11115","4.59549","6.74036","5.89687","4.43418","4.47185","3.99013","6.67221","7.23312","5.3277","4.33004","4.18334","7.72725","8.20729","7.17607","7.54195","4.14842"
"HSB100_MFC_R","MFC",0.3654,"3.75752","7.4444","5.07495","5.33134","3.93929","3.96203","4.69298","3.48296","5.62191","4.43507","3.82758","6.93651","4.49437","6.70496","5.73606","4.34256","4.20093","4.04583","7.29478","7.29826","5.21078","4.00378","3.84105","8.24135","8.94821","7.07261","7.55793","3.85027"
"HSB100_OFC_L","OFC",0.3654,"4.09063","6.85935","4.76422","5.16702","3.90039","4.73771","4.67218","4.00986","5.14053","4.96051","4.11688","7.34465","4.46139","6.56859","6.09772","4.08473","4.36875","3.97622","6.57333","7.2699","5.16544","4.32851","3.93816","7.94904","9.19573","6.54287","7.67537","4.54539"
"HSB100_OFC_R","OFC",0.3654,"3.59714","7.17375","5.14214","5.16574","3.77123","4.40019","4.60479","3.57608","5.85283","5.10199","3.61101","7.01279","4.53286","6.66564","6.01511","3.92589","4.21233","4.17085","6.61664","7.78988","5.2325","4.16026","3.60583","8.18103","9.1259","6.41622","7.60382","4.15556"
"HSB100_S1C_L","S1C",0.3654,"3.79602","6.93812","4.87442","5.1368","3.8851","4.38815","4.49061","3.87731","5.41614","5.25617","3.97282","6.87596","4.40207","6.82306","5.66613","4.108","4.37311","4.19211","6.70774","7.09543","5.01013","4.33418","3.99463","7.84891","8.86981","7.38897","7.60916","3.96299"
"HSB100_S1C_R","S1C",0.3654,"3.81366","6.90482","5.21723","5.30365","3.97265","4.2248","4.68959","3.47222","5.62432","5.31761","3.79649","7.06475","4.43803","6.84701","6.26903","4.04419","4.40311","4.04738","7.56138","7.59574","4.85942","4.5726","3.69609","8.00839","7.28248","6.52982","7.91281","3.86515"
"HSB100_STC_L","STC",0.3654,"4.00284","6.57908","5.29661","5.45782","3.88102","4.5397","4.52961","3.83933","5.586","4.5614","4.0732","7.13914","4.56812","6.70622","5.76317","4.70112","4.18894","4.22788","6.6055","7.50758","5.32584","4.0393","3.79538","8.19006","8.36868","6.65117","7.15353","4.3532"
"HSB100_STC_R","STC",0.3654,"3.77762","7.17682","5.0345","5.04229","3.72394","4.34792","4.59999","3.84942","5.7992","5.01472","3.74799","6.95507","4.51775","6.61808","5.47536","4.53792","4.2373","4.18276","6.67038","7.16406","5.02989","4.08809","3.80631","8.31589","8.21015","6.84537","7.11474","3.98601"
"HSB100_STR_L","STR",0.3654,"3.62656","7.32018","5.20949","6.54543","3.90478","4.1363","4.91569","3.42013","5.41086","3.68881","3.60671","7.19584","4.33403","6.4038","6.54236","4.03139","4.49517","4.20414","8.48201","7.8842","6.0376","3.69382","3.84915","9.52835","6.80247","5.5959","7.30435","3.70672"
"HSB100_STR_R","STR",0.3654,"3.68312","7.02425","5.01457","5.97546","3.7016","3.94086","5.0704","3.35491","5.23836","3.69777","3.72852","7.2528","4.14598","6.50416","5.81971","4.03619","4.24632","3.97004","8.14421","7.47325","5.4454","3.91285","3.92312","9.04078","7.30473","6.98452","6.85189","3.72721"
"HSB100_V1C_L","V1C",0.3654,"3.75425","6.88112","4.85785","5.91966","4.01098","4.43811","4.4014","3.58086","4.63474","4.79269","3.84894","7.16497","4.51413","6.4269","5.97797","3.77962","4.29171","4.25788","8.40139","8.3934","5.10006","4.73212","3.79322","9.3951","9.67505","4.8398","7.17478","3.89968"
"HSB100_V1C_R","V1C",0.3654,"3.83145","7.14599","5.021","6.11809","4.02116","4.14557","4.55866","3.7124","4.70864","4.70858","3.77938","7.06585","4.43362","6.4874","5.92875","3.78558","4.30017","4.04573","8.68531","8.44049","5.18407","4.58066","3.50952","9.67755","9.90121","4.60819","7.28601","3.78092"
"HSB100_VFC_L","VFC",0.3654,"3.82174","6.94017","5.16876","5.08073","3.97799","4.4978","4.56747","3.83527","5.81493","5.76043","4.10829","7.0113","4.47769","6.88783","5.68285","4.10204","4.25321","4.06051","6.81619","7.42751","4.95038","4.318","4.09497","7.91848","7.55272","6.64292","7.6814","4.10156"
"HSB100_VFC_R","VFC",0.3654,"3.54187","7.16282","4.93374","4.96717","3.7803","3.98492","4.47899","3.40517","5.45198","5.5919","3.74088","6.93593","4.45313","6.69239","5.76096","3.82344","4.08109","4.04193","6.54764","7.18916","4.98564","4.02981","3.86417","7.94596","7.72227","6.79181","7.73695","3.9947"
"HSB102_A1C_L","A1C",0.4038,"4.00751","6.64319","5.82311","5.71695","3.98955","4.70513","4.96606","3.9376","5.38838","4.85883","3.90757","6.66305","4.79079","6.47102","5.9262","4.56375","4.48599","4.34131","7.44756","7.20773","5.6402","4.24816","4.15047","9.20975","7.84189","7.24438","6.63201","3.9008"
"HSB102_A1C_R","A1C",0.4038,"4.05048","6.54352","6.3078","5.50369","4.21478","4.18378","4.8504","3.72891","4.95362","5.48829","4.05397","6.6229","4.59937","6.60555","5.79385","4.40954","4.53898","4.28113","7.46063","7.09676","5.15047","4.57661","3.74018","9.21663","7.84405","6.73959","6.83368","4.25837"
"HSB102_AMY_L","AMY",0.4038,"3.81672","7.50441","5.87984","6.57444","4.1014","4.22653","5.1098","3.70575","5.62447","4.39282","3.93939","6.6761","4.47727","6.71316","6.07097","5.01598","4.49727","4.38745","8.26643","7.94051","5.55849","4.0999","3.82658","10.224","8.66772","7.12991","6.15815","3.87785"
"HSB102_AMY_R","AMY",0.4038,"3.95692","7.42844","5.66832","7.28496","4.07955","4.67842","4.91454","3.611","5.70321","4.85022","4.25263","6.93537","4.68534","6.53559","6.15509","5.09878","4.78816","4.42941","8.53155","8.19993","6.38515","4.31661","4.32676","10.3238","8.9202","6.31921","7.20206","4.29766"
"HSB102_CBC_L","CBC",0.4038,"4.21558","7.44837","5.40146","7.30653","4.39514","4.65687","4.91394","4.07607","5.36743","4.0117","3.84971","6.72893","4.8409","6.24742","6.5625","4.0359","4.86379","4.34308","8.85415","7.98132","6.09597","4.11125","4.11223","9.54053","5.91413","6.32996","6.10846","4.38038"
"HSB102_CBC_R","CBC",0.4038,"4.22243","7.53576","5.56389","7.56026","4.43987","4.36555","5.46289","3.65967","5.74041","4.06866","3.96354","6.29654","4.65278","6.15188","6.24261","3.95754","4.62894","4.43609","9.10623","8.06322","6.09331","4.18468","3.99448","9.55327","5.81523","6.09861","6.64715","4.44005"
"HSB102_DFC_L","DFC",0.4038,"3.67249","7.11885","5.62408","5.62813","4.19862","4.16961","5.05754","3.80258","5.51029","5.48309","3.81434","6.93263","4.64994","6.45138","5.87056","4.11716","4.32693","4.27438","6.85939","7.30997","5.35387","4.21332","3.96547","8.41279","8.54563","6.4581","7.38648","4.11039"
"HSB102_DFC_R","DFC",0.4038,"3.87345","6.89554","5.2145","6.01145","3.94565","4.3121","4.80548","3.79903","5.49695","5.70021","4.12688","6.74572","4.66931","6.57766","6.06285","4.10549","4.22574","4.34573","7.86083","8.02252","5.3799","4.17739","3.90411","8.90965","8.76471","6.19023","7.1749","4.26688"
"HSB102_HIP_L","HIP",0.4038,"3.84704","8.49787","6.12847","7.33753","4.18947","4.34809","4.95833","4.13336","5.8385","4.07808","4.58945","6.65284","4.3841","6.67864","6.11147","5.2594","4.73931","4.37619","9.24897","7.89574","6.18109","4.44321","4.06237","10.5795","11.0758","8.87596","6.62018","4.13299"
"HSB102_HIP_R","HIP",0.4038,"4.67461","7.1263","5.27367","6.49085","4.14144","4.49376","4.90229","4.54014","7.46426","5.27621","5.18691","6.00697","5.26596","6.87123","6.25735","6.46081","4.64923","5.0355","8.93023","8.7038","5.89143","4.96942","4.64117","10.2801","10.482","6.86028","6.72623","4.78404"
"HSB102_IPC_L","IPC",0.4038,"3.74802","6.64857","5.77553","4.99511","4.07209","4.35727","4.38914","3.50077","5.57369","4.79266","3.76107","6.82934","4.39076","7.27816","5.60696","4.67747","4.2692","4.04496","6.91116","7.71712","4.91402","4.34185","3.70076","7.83029","8.2746","7.35183","7.05372","4.18185"
